imageurl,title,author,description,category,price,adurl
https://i.ebayimg.com/images/g/eDkAAOSw0LlePpVH/s-l1600.jpg,Lampe,,Lampe Højde 43cm med fatningen.,,150 kr.,https://www.dba.dk/lampe-hoejde-43cm-med-fatni/id-1063608782/
https://i.ebayimg.com/images/g/d-AAAOSwIM9ePpFa/s-l1600.jpg,,,"Oliemaleri, Langtved, b: 90 h: 70 Fiskere bøder garn.",,200 kr.,https://www.dba.dk/oliemaleri-langtved-b-90-h/id-1063608001/
https://i.ebayimg.com/images/g/6J8AAOSwSMZePos6/s-l1600.jpg,,,"Lampe To store 3-armet bordlamper, højde 70cm med skærm. 150kr/stk. Begge to for 200kr",,150 kr.,https://www.dba.dk/lampe-to-store-3-armet-bor/id-1063606892/
https://i.ebayimg.com/images/g/O~oAAOSwrzBePolp/s-l1600.jpg,,,"Fuglebur, b: 50 d: 40 h: 70",,100 kr.,https://www.dba.dk/fuglebur-b-50-d-40-h-70/id-1063606363/
https://i.ebayimg.com/images/g/WisAAOSwuEhePCzf/s-l1600.jpg,Luthers Huuspostil,,"Luthers Huuspostil, emne: religion Antikvarisk bog fra 1864 i nyere indbinding.
Dansk Gotisk skrift. 874sider.
Første Deel:
Prædikener paa Kirkeaarets almindelige Søn- og Helligdage, samt tretten Passionsprædikener.
Anden Deel:
Prædikener paa Søndagene fra Pintse til Advent, samt nogle flere til denne Postil hørende Prædikener.
(Årene 1531-1535)",religion,50 kr.,https://www.dba.dk/luthers-huuspostil-emne/id-1063559983/
https://i.ebayimg.com/images/g/1QEAAOSwafJePCVT/s-l1600.jpg,Hindu-Aandsliv og Kristendommen,L. P. Larsen,"Hindu-Aandsliv og Kristendommen, L. P. Larsen, emne: religion Antikvarisk bog fra 1907.
Indb. 286sider. Fin stand.
Om missionsforedrag holdte paa universitetet i København i efteraaret 1906 af L. P. Larsen, Missionær i Madras.
se foto af indholdsfortegnelse.",religion,50 kr.,https://www.dba.dk/hindu-aandsliv-og/id-1063558964/
https://i.ebayimg.com/images/g/l0cAAOSwYSFeO~it/s-l1600.jpg,Sagn og historier om danske mænd og kvinder.,,"Sagn og historier om danske mænd og kvinder., emne: historie og samfund ved S. Tvermose Thyregod.
Indb. 145sider, illustreret af Anna E. Munch.
Antikvarisk bog fra 1920. God stand.",historie og samfund,40 kr.,https://www.dba.dk/sagn-og-historier-om-danske/id-1063553520/
https://i.ebayimg.com/images/g/A94AAOSwsQJeO~Ry/s-l1600.jpg,HELGENER -Legender fortalt i Norden.,Tue Gad,"HELGENER -Legender fortalt i Norden., Tue Gad, emne: historie og samfund Indb. 287sider, illustreret. Fra 1971. God stand. (uden smudsomslag).",historie og samfund,40 kr.,https://www.dba.dk/helgener-legender-fortalt-i/id-1063553026/
https://i.ebayimg.com/images/g/oksAAOSweHteO~I2/s-l1600.jpg,Sagaer og Nordens Guder,Oehlenschläger,"Sagaer og Nordens Guder, Oehlenschläger, emne: historie og samfund Antikvarisk bog fra 1914. Indb. 298sider. God stand.
Indhold:
Ørvarodds Saga - et oldnordisk eventyr.
Nordens Guder - et episk digt
Langelands-Reisen (1804)
Frederiksbergdigtet (1816)
Reisedigte
Aarets Evangelium i Naturen og Mennesket",historie og samfund,75 kr.,https://www.dba.dk/sagaer-og-nordens-guder/id-1063552782/
https://i.ebayimg.com/images/g/S5oAAOSwiaVeOq9m/s-l1600.jpg,Florence Nightingale,Lytton Strachey,"Florence Nightingale, Lytton Strachey, emne: historie og samfund Hæftet. Fra 1960. Rimelig stand.",historie og samfund,20 kr.,https://www.dba.dk/florence-nightingale-lytton/id-1063527853/
https://i.ebayimg.com/images/g/BBcAAOSw0-5eOq6~/s-l1600.jpg,Alene over verdens top,Jack O`Brian,"Alene over verdens top, Jack O`Brian, emne: historie og samfund Hæftet. Fra 1955. Rimelig stand.",historie og samfund,20 kr.,https://www.dba.dk/alene-over-verdens-top-jack/id-1063527800/
https://i.ebayimg.com/images/g/PLgAAOSwBi5eOq4q/s-l1600.jpg,,,"Min Sverigeshistorie 1 & 2, Vilhelm Moberg, emne: historie og samfund Paperbacks. 2 stk. sælges samlet. 1) Fra Odin til Engelbrekt. 2) Fra Engelbreckt til og med Dacke. Fra 1971. Pæn stand.",,45 kr.,https://www.dba.dk/min-sverigeshistorie-1-2/id-1063527750/
https://i.ebayimg.com/images/g/N2EAAOSw3nNeOq09/s-l1600.jpg,Hvem har flyttet min ost?,Spencer Johnson,"Hvem har flyttet min ost?, Spencer Johnson, emne: personlig udvikling Indb. Fra 2011. Som ny.",personlig udvikling,20 kr.,https://www.dba.dk/hvem-har-flyttet-min-ost/id-1063527626/
https://i.ebayimg.com/images/g/6r8AAOSwqNxeOqyJ/s-l1600.jpg,En dejlig dag,Herman Bang,"En dejlig dag, Herman Bang, genre: noveller Paperback. Fra 1974. Bind 2. pæn stand.",noveller,20 kr.,https://www.dba.dk/en-dejlig-dag-herman-bang/id-1063527517/
https://i.ebayimg.com/images/g/eGUAAOSwEYReOqv3/s-l1600.jpg,Eksperterne udtaler.......,Christopher Cerf & Viktor Navasky,"Eksperterne udtaler......., Christopher Cerf & Viktor Navasky, emne: journalistik Paperback. Fra 1988. Rimelig stand.",journalistik,15 kr.,https://www.dba.dk/eksperterne-udtaler/id-1063527433/
https://i.ebayimg.com/images/g/aWQAAOSwf9teOqru/s-l1600.jpg,Overlevende blandt fremmede,Misha Defonseca,"Overlevende blandt fremmede, Misha Defonseca, genre: roman Indb. Fra 2005. Fin stand.",roman,30 kr.,https://www.dba.dk/overlevende-blandt-fremmede/id-1063527393/
https://i.ebayimg.com/images/g/IJ8AAOSwMDpeOqpx/s-l1600.jpg,Mit urskovshospital,Albert Schweitzer,"Mit urskovshospital, Albert Schweitzer, emne: historie og samfund Hæftet. Fra 1952. Rimelig stand.",historie og samfund,20 kr.,https://www.dba.dk/mit-urskovshospital-albert/id-1063527353/
https://i.ebayimg.com/images/g/Ss4AAOSw2bReOqn4/s-l1600.jpg,Papa,Gregory Hemingway,"Papa, Gregory Hemingway, genre: biografi Hæftet. Fra 1976. Fin stand",biografi,25 kr.,https://www.dba.dk/papa-gregory-hemingway/id-1063527292/
https://i.ebayimg.com/images/g/GUYAAOSwlr1eOqlb/s-l1600.jpg,Oldtidens Grækere. Hvad vasemaleriet fortæller,Elizabeth Rawson,"Oldtidens Grækere. Hvad vasemaleriet fortæller, Elizabeth Rawson, emne: historie og samfund Hæftet. Fra 1979. Pæn stand.",historie og samfund,25 kr.,https://www.dba.dk/oldtidens-graekere-hvad/id-1063527242/
https://i.ebayimg.com/images/g/6g8AAOSwlj9eOqjO/s-l1600.jpg,Harald og Flemming fortæller,Harald og Flemming Nielsen,"Harald og Flemming fortæller , Harald og Flemming Nielsen, genre: biografi Hæftet . Rimelig stand.",biografi,20 kr.,https://www.dba.dk/harald-og-flemming-fortaeller/id-1063527167/
https://i.ebayimg.com/images/g/840AAOSwTUBeOqfc/s-l1600.jpg,Farmor fortæller,Dori Rasmussen,"Farmor fortæller, Dori Rasmussen, emne: historie og samfund Hæftet. fra 1990. Pæn stand.",historie og samfund,20 kr.,https://www.dba.dk/farmor-fortaeller-dori/id-1063526995/
https://i.ebayimg.com/images/g/rcIAAOSwjCBeOqdc/s-l1600.jpg,Eventyr og ægteskab,Hugo Hørlyck Karlsen,"Eventyr og ægteskab, Hugo Hørlyck Karlsen, genre: eventyr Hæftet. fra 1984. Pæn stand.",eventyr,20 kr.,https://www.dba.dk/eventyr-og-aegteskab-hugo/id-1063526787/
https://i.ebayimg.com/images/g/cxUAAOSwqg9eOqa4/s-l1600.jpg,Robinson Cruson`s ø,Arne Falk Rønne,"Robinson Cruson`s ø, Arne Falk Rønne, emne: historie og samfund Hæftet. Fra 1953. Rimelig stand.",historie og samfund,15 kr.,https://www.dba.dk/robinson-crusons-oe-arne-falk/id-1063526890/
https://i.ebayimg.com/images/g/TrwAAOSw8xJeOqYv/s-l1600.jpg,Med natten mod vest,beryl Markham,"Med natten mod vest, beryl Markham, genre: biografi Hæftet. Fra 1988. Rimelig stand.",biografi,20 kr.,https://www.dba.dk/med-natten-mod-vest-beryl/id-1063526743/
https://i.ebayimg.com/images/g/BRMAAOSwyR1eOqWh/s-l1600.jpg,De grønne stier,Knud Bavngaard,"De grønne stier, Knud Bavngaard, genre: roman Hæftet. Fra 1971. Rimelig stand.",roman,20 kr.,https://www.dba.dk/de-groenne-stier-knud/id-1063526742/
https://i.ebayimg.com/images/g/9rMAAOSwjyZeOqUt/s-l1600.jpg,Simone,cæcilie Lassen,"Simone, cæcilie Lassen, genre: roman Hæftet. Fra 1987. Pæn stand.",roman,20 kr.,https://www.dba.dk/simone-caecilie-lassen-genre/id-1063526726/
https://i.ebayimg.com/images/g/A7wAAOSwMN5eOqSt/s-l1600.jpg,Ved brønden,Selma Frode Kristensen,"Ved brønden, Selma Frode Kristensen, genre: roman Et kulturbillede fra århundredskiftet (1800 til 1900).
Indb. Fra 1987.",roman,20 kr.,https://www.dba.dk/ved-broenden-selma-frode/id-1063526540/
https://i.ebayimg.com/images/g/0aoAAOSw6IJeOqMR/s-l1600.jpg,Det skete på Kisumbakke,Karen Aabye,"Det skete på Kisumbakke, Karen Aabye, genre: roman Hæftet. Fra 1975. Romantriologi. Pæn stand.",roman,20 kr.,https://www.dba.dk/det-skete-paa-kisumbakke-karen/id-1063526256/
https://i.ebayimg.com/images/g/2tQAAOSwOzleOqJ7/s-l1600.jpg,Pippin den fjerdes korte regeringstid,John Steinbeck,"Pippin den fjerdes korte regeringstid, John Steinbeck, genre: roman Hæftet fra 1957. Rimelig stand.",roman,20 kr.,https://www.dba.dk/pippin-den-fjerdes-korte/id-1063526306/
https://i.ebayimg.com/images/g/TwYAAOSwa2deOqG7/s-l1600.jpg,Odyssevs rejser og eventyr,Morten Pontoppidan,"Odyssevs rejser og eventyr, Morten Pontoppidan, genre: eventyr Hæftet. Fra 1980. 2 udgave. Rimelig stand.",eventyr,20 kr.,https://www.dba.dk/odyssevs-rejser-og-eventyr/id-1063526232/
https://i.ebayimg.com/images/g/-SIAAOSwH9JeOqD9/s-l1600.jpg,Matematik,Charles Solomon,"Matematik, Charles Solomon, emne: naturvidenskab Indb. Fra 1971. Pæn stand.",naturvidenskab,20 kr.,https://www.dba.dk/matematik-charles-solomon/id-1063526189/
https://i.ebayimg.com/images/g/MiIAAOSwm8ZeOqAr/s-l1600.jpg,Rimgræs . Haiku.,Lone Munksgaard Nielsen,"Rimgræs . Haiku., Lone Munksgaard Nielsen, genre: digte Hæfte. Fra 2003. Som ny.",digte,20 kr.,https://www.dba.dk/rimgraes-haiku-lone/id-1063526068/
https://i.ebayimg.com/images/g/SBUAAOSw7bZeOp9d/s-l1600.jpg,U - 90 - Ny kurs?,Gyldendal. V. K.D. Wagner,"U - 90 - Ny kurs?, Gyldendal. V. K.D. Wagner, emne: pædagogik Hæftet. Fra 1979. Pæn stand.",pædagogik,20 kr.,https://www.dba.dk/u-90-ny-kurs-gyldendal/id-1063526000/
https://i.ebayimg.com/images/g/MdgAAOSwoeVeOp6r/s-l1600.jpg,Teater arbejder Politisk teater,Dagmar Andreasen,"Teater arbejder Politisk teater, Dagmar Andreasen, genre: drama Hæftet. Fra 1980. Pæn stand.",drama,20 kr.,https://www.dba.dk/teater-arbejder-politisk/id-1063525882/
https://i.ebayimg.com/images/g/Z3oAAOSwAfVeOp43/s-l1600.jpg,Skabende dramatik,Elsa olenius og Sv. Møller Nicolaisen,"Skabende dramatik, Elsa olenius og Sv. Møller Nicolaisen, genre: drama Hæfte. Fra 1972 Pæn stand.",drama,20 kr.,https://www.dba.dk/skabende-dramatik-elsa/id-1063525837/
https://i.ebayimg.com/images/g/e1UAAOSwtCNeOp26/s-l1600.jpg,"Nik, Nik, Nikolaj",Erik Knudsen,"Nik, Nik, Nikolaj, Erik Knudsen, genre: drama Hæftet fra 1966. Farce i 2 akt. Rimelig stand.",drama,20 kr.,https://www.dba.dk/nik-nik-nikolaj-erik/id-1063525781/
https://i.ebayimg.com/images/g/c0EAAOSwBDdeOpzO/s-l1600.jpg,Lokumsdigte og retiradevers,Anders Enevig,"Lokumsdigte og retiradevers, Anders Enevig, genre: digte Hæfte. Fra 1983. Pæn stand.",digte,20 kr.,https://www.dba.dk/lokumsdigte-og-retiradevers/id-1063525687/
https://i.ebayimg.com/images/g/fU8AAOSwJ5BeOpug/s-l1600.jpg,Intet nyt fra vestfronten,Remarque,"Intet nyt fra vestfronten, Remarque, genre: roman paperback. Fra 1968.",roman,10 kr.,https://www.dba.dk/intet-nyt-fra-vestfronten/id-1063525563/
https://i.ebayimg.com/images/g/0KsAAOSwYpxeOpsY/s-l1600.jpg,Cypern i halvmånens skygge,Henrik Ræder Clausen,"Cypern i halvmånens skygge, Henrik Ræder Clausen, emne: historie og samfund Hæftet fra 2012. Fin stand.",historie og samfund,20 kr.,https://www.dba.dk/cypern-i-halvmaanens-skygge/id-1063525448/
https://i.ebayimg.com/images/g/1sUAAOSwGIVeOppS/s-l1600.jpg,Astronomi og Astrofysik,C. Luplau Janssen,"Astronomi og Astrofysik, C. Luplau Janssen, emne: astrologi Indb. Fra 1932. Pæn stand.",astrologi,20 kr.,https://www.dba.dk/astronomi-og-astrofysik-c/id-1063525258/
https://i.ebayimg.com/images/g/DVAAAOSwcrJeOpiN/s-l1600.jpg,Sidste akt,Folke Bernadotte,"Sidste akt, Folke Bernadotte, emne: historie og samfund Hæftet. Fra 1945. Pæn stand.",historie og samfund,20 kr.,https://www.dba.dk/sidste-akt-folke-bernadotte/id-1063525182/
https://i.ebayimg.com/images/g/0TwAAOSwc2ZeOpfx/s-l1600.jpg,Gå,Tomas Espedal,"Gå, Tomas Espedal, genre: roman Hæftet. Fra 2014, 2 udgave. Som ny.",roman,20 kr.,https://www.dba.dk/gaa-tomas-espedal-genre/id-1063524755/
https://i.ebayimg.com/images/g/X9MAAOSwfhVeOpa0/s-l1600.jpg,præst/sabotør flygtningearbejder,Harald Sandbæk,"præst/sabotør flygtningearbejder, Harald Sandbæk, genre: biografi Hæftet. Fra 1983. Pæn stand.",biografi,20 kr.,https://www.dba.dk/praest-sabotoer/id-1063524826/
https://i.ebayimg.com/images/g/pjkAAOSwJ9VeOpYA/s-l1600.jpg,Fiskesnak fra Flueæsken,Niels Fenger,"Fiskesnak fra Flueæsken, Niels Fenger, emne: dyr Indb. Fra 1962. Pæn stand",dyr,20 kr.,https://www.dba.dk/fiskesnak-fra-flueaesken-niels/id-1063524592/
https://i.ebayimg.com/images/g/Ti0AAOSwsvVeOpVx/s-l1600.jpg,Midt i en klunketid,Benjamin Jacobsen,"Midt i en klunketid, Benjamin Jacobsen, genre: roman Indb. Fra 1972. Pæn stand.",roman,20 kr.,https://www.dba.dk/midt-i-en-klunketid-benjamin/id-1063524699/
https://i.ebayimg.com/images/g/IhQAAOSwxW9eOpTh/s-l1600.jpg,Der hvor månen ligger ned,Iselin C. Hermann,"Der hvor månen ligger ned, Iselin C. Hermann, genre: roman Indb. Fra 2002. Som ny.",roman,25 kr.,https://www.dba.dk/der-hvor-maanen-ligger-ned/id-1063524577/
https://i.ebayimg.com/images/g/UVcAAOSw9sheOpJt/s-l1600.jpg,Som dag følger nat,Yasmina Khaidra,"Som dag følger nat, Yasmina Khaidra, genre: roman Hæftet. Fra 2011. Som ny.",roman,35 kr.,https://www.dba.dk/som-dag-foelger-nat-yasmina/id-1063524468/
https://i.ebayimg.com/images/g/B1cAAOSwrj9eOpHX/s-l1600.jpg,haltefanden,Ole Frøslev,"haltefanden, Ole Frøslev, genre: roman Hæftet. Fra 2012. Fin stand.",roman,35 kr.,https://www.dba.dk/haltefanden-ole-froeslev/id-1063524196/
https://i.ebayimg.com/images/g/TGsAAOSw2ZleOpEJ/s-l1600.jpg,Ære og skam,Naser Khader,"Ære og skam, Naser Khader, emne: religion Indb. Fra 2002, 2 udgave. Fin stand.",religion,30 kr.,https://www.dba.dk/aere-og-skam-naser-khader/id-1063524285/
https://i.ebayimg.com/images/g/mFUAAOSw08deOpBe/s-l1600.jpg,Davids bog,Stig Dalager,"Davids bog, Stig Dalager, genre: roman Paperback. Fra 1999. Pæn stand.",roman,25 kr.,https://www.dba.dk/davids-bog-stig-dalager/id-1063524034/
https://i.ebayimg.com/images/g/dtcAAOSw-rReOo~H/s-l1600.jpg,Wilder,Richard Yates,"Wilder, Richard Yates, genre: roman Hæftet. Fra 2012. Som ny.",roman,30 kr.,https://www.dba.dk/wilder-richard-yates-genre/id-1063523928/
https://i.ebayimg.com/images/g/6DsAAOSwjFleOo82/s-l1600.jpg,I morgen stopper jeg,Anja Fonseca,"I morgen stopper jeg, Anja Fonseca, genre: biografi Hæftet. Fra 2014. Som ny.",biografi,35 kr.,https://www.dba.dk/i-morgen-stopper-jeg-anja/id-1063523843/
https://i.ebayimg.com/images/g/9qcAAOSwSw5eOo6Z/s-l1600.jpg,Når solen er begravet,Bodil Steensen-Leth,"Når solen er begravet, Bodil Steensen-Leth, genre: roman Hæftet. Fra 2014. Som ny.",roman,30 kr.,https://www.dba.dk/naar-solen-er-begravet-bodil/id-1063523746/
https://i.ebayimg.com/images/g/LTwAAOSwb39eOo3v/s-l1600.jpg,Vingeskudt,Erica Jong,"Vingeskudt, Erica Jong, genre: roman Fra 2016. Som ny.",roman,20 kr.,https://www.dba.dk/vingeskudt-erica-jong-genre/id-1063523619/
https://i.ebayimg.com/images/g/QFAAAOSwhe9eOoyr/s-l1600.jpg,Sengen er giftig,Jesper Dahl,"Sengen er giftig, Jesper Dahl, genre: roman Fra 2012. Som ny.",roman,20 kr.,https://www.dba.dk/sengen-er-giftig-jesper-dahl/id-1063523652/
https://i.ebayimg.com/images/g/124AAOSwlLheOovC/s-l1600.jpg,Sidste nyt fra havnen,E. Annie Proulx,"Sidste nyt fra havnen, E. Annie Proulx, genre: roman Paperback. Fra 1999. Pæn stand.",roman,20 kr.,https://www.dba.dk/sidste-nyt-fra-havnen-e/id-1063523669/
https://i.ebayimg.com/images/g/sPcAAOSwyWFeOoso/s-l1600.jpg,I seng med fjenden,Nancy Price,"I seng med fjenden, Nancy Price, genre: roman Paperback. Fra 1987.",roman,10 kr.,https://www.dba.dk/i-seng-med-fjenden-nancy/id-1063523547/
https://i.ebayimg.com/images/g/X6QAAOSwqg9eOop7/s-l1600.jpg,Stenalderkost,Thomas Rode Andersen,"Stenalderkost, Thomas Rode Andersen, emne: mad og vin Indb. Fra 2012. Som ny.",mad og vin,55 kr.,https://www.dba.dk/stenalderkost-thomas-rode/id-1063523387/
https://i.ebayimg.com/images/g/RBIAAOSw5iheOonY/s-l1600.jpg,My New Roots,Sarah Britton,"My New Roots, Sarah Britton, emne: mad og vin Indb. Fra 2015. Som ny. Over 100 lækre og sunde opskrifter.",mad og vin,50 kr.,https://www.dba.dk/my-new-roots-sarah-britton/id-1063523413/
https://i.ebayimg.com/images/g/yq4AAOSwGIVeOokg/s-l1600.jpg,Suveræne salater og brillante buffeter,Sonja Bock og Tina Chetellowitz,"Suveræne salater og brillante buffeter, Sonja Bock og Tina Chetellowitz, emne: mad og vin Hæftet. Fra 1997. Fin stand.",mad og vin,40 kr.,https://www.dba.dk/suveraene-salater-og-brillante/id-1063523319/
https://i.ebayimg.com/images/g/CwoAAOSw4DVeOogs/s-l1600.jpg,Mit kokkeri,Søren Ejlersen,"Mit kokkeri, Søren Ejlersen, emne: mad og vin Indb. Fra 2016, 3 udgave. Fin stand.",mad og vin,45 kr.,https://www.dba.dk/mit-kokkeri-soeren-ejlersen/id-1063523240/
https://i.ebayimg.com/images/g/bo0AAOSw09ZeOodM/s-l1600.jpg,Med Jacob Holdt i Amerika,Rikke Namunyak Marott,"Med Jacob Holdt i Amerika, Rikke Namunyak Marott, emne: historie og samfund Indb. Fra 2012. Fin stand. Dokumentarisk roadtrip gennem 23 stater.",historie og samfund,40 kr.,https://www.dba.dk/med-jacob-holdt-i-amerika/id-1063523026/
https://i.ebayimg.com/images/g/T2cAAOSwjZFeOoZs/s-l1600.jpg,Frit fald,Tom Read,"Frit fald, Tom Read, genre: roman Indb. Fra 2002. Pæn stand.",roman,20 kr.,https://www.dba.dk/frit-fald-tom-read-genre/id-1063522953/
https://i.ebayimg.com/images/g/g2UAAOSwTYZeOoXd/s-l1600.jpg,Sleepers,Lorenzo Carcaterra,"Sleepers, Lorenzo Carcaterra, genre: roman Indb. Fra 1996. Som ny.",roman,20 kr.,https://www.dba.dk/sleepers-lorenzo-carcaterra/id-1063523005/
https://i.ebayimg.com/images/g/WAMAAOSwAfVeOoTD/s-l1600.jpg,Livstydning i den nordiske mytologi,Ole Pedersen,"Livstydning i den nordiske mytologi, Ole Pedersen, genre: roman Fra 1987. Fin stand.",roman,20 kr.,https://www.dba.dk/livstydning-i-den-nordiske/id-1063522851/
https://i.ebayimg.com/images/g/8uMAAOSwvxBeOoLo/s-l1600.jpg,Godfather vender tilbage,Mario Puzo`s,"Godfather vender tilbage, Mario Puzo`s, genre: roman Indb. Fra 2006. Som ny.",roman,35 kr.,https://www.dba.dk/godfather-vender-tilbage/id-1063522653/
https://i.ebayimg.com/images/g/em0AAOSw0P5eOoGS/s-l1600.jpg,Dog . Encyclopedia.1&2&3&4,The Royal Canin,"Dog . Encyclopedia.1&2&3&4, The Royal Canin, emne: dyr Indb. Fra 2001. Fin stand. Sælges samlet . På engelsk.",dyr,75 kr.,https://www.dba.dk/dog-encyclopedia1234/id-1063522547/
https://i.ebayimg.com/images/g/VksAAOSwk09eOk3N/s-l1600.jpg,Organisationsteori,Jørgen Frode Bakka og Egil Fivelsdal,"Organisationsteori, Jørgen Frode Bakka og Egil Fivelsdal, år 1996, 2 udgave - Struktur, Kultur, Prosesser
Kun markeringer i kapitel 11.
ISBN 87-16-13001-4",1996,20 kr.,https://www.dba.dk/organisationsteori-joergen/id-1063519836/
https://i.ebayimg.com/images/g/JR0AAOSwqJReNq9Y/s-l1600.jpg,Romaner - (A2) - fra 10kr/stk,-,"Romaner - (A2) - fra 10kr/stk, -, genre: roman Lotte Kaa Andersen
- Syv sind, 25 kr
.
Vibeke Arndal
- Dværgens bog, 25 kr
.
Thor Anker
- Skakten, 10kr
.
Alaa Al- Aswany
- Yacobians Hus, 20 kr.
-
Jeffrey Archer
- En plads i toppen (2 bind) 10 kr
- Hvor der er vilje, 20kr
.
Benny Andersen
- På broen, 10 kr
.
Knud Andersen
- Efter Forliset, 10 kr
.
Rachel Anderson
- Blomstrende ungdom, 10kr
.
Carsten Andersen
- Ifølge Lukas, 20 kr
.
Paul Auster
- Brooklyn dårskab, 20 kr
- Illusionernes bog, 20 kr
- Mand i mørke, 20 kr
.
Jay Amory
- Azrael - Den Vingeløse, 20 kr
.
Jean M. Auel
- Hulebjørnens klan, 20 kr
- Rejsen over stepperne, 20 kr
- Folket i klippehulerne, 20 kr",roman,10 kr.,https://www.dba.dk/romaner-a2-fra-10kr-stk/id-1063366662/
https://i.ebayimg.com/images/g/GhwAAOSwlTFeMXGe/s-l1600.jpg,Jordens hjerte,"Thorkild,d Bjørnvig","Jordens hjerte, Thorkild,d Bjørnvig, genre: biografi Hæftet. Fra 1986. Rimelig stand. Erindringer 1938 - 46.",biografi,20 kr.,https://www.dba.dk/jordens-hjerte-thorkildd/id-1063304617/
https://i.ebayimg.com/images/g/1eIAAOSwveheMXC6/s-l1600.jpg,Det handler om -,Bodil og Niels Birger Wamberg,"Det handler om -, Bodil og Niels Birger Wamberg, emne: journalistik Hæftet. Fra 2000. Fin stand.Klaus Rifbjergs journalistik 1975 - 2000.",journalistik,30 kr.,https://www.dba.dk/det-handler-om-bodil-og/id-1063304551/
https://i.ebayimg.com/images/g/4RcAAOSwI-heMW-6/s-l1600.jpg,Tyske intellektuelle i det 20. Århundrede,Morten Syssel Mortensen & Niklas Olsen,"Tyske intellektuelle i det 20. Århundrede, Morten Syssel Mortensen & Niklas Olsen, emne: litteraturhistorie Hæftet. Fra 2005. Fin stand.",litteraturhistorie,40 kr.,https://www.dba.dk/tyske-intellektuelle-i-det-20/id-1063304457/
https://i.ebayimg.com/images/g/oGUAAOSwzZFeMW8y/s-l1600.jpg,Fra krigsbarn til folkevalgt,Birthe Rønn Hornbech,"Fra krigsbarn til folkevalgt, Birthe Rønn Hornbech, genre: biografi Hæftet. Fra 2007. Fin stand.",biografi,25 kr.,https://www.dba.dk/fra-krigsbarn-til-folkevalgt/id-1063304322/
https://i.ebayimg.com/images/g/IrUAAOSwD5teMW0A/s-l1600.jpg,Jeg gik mig over tid og sted.,Jytte Bonner,"Jeg gik mig over tid og sted., Jytte Bonner, genre: humor Hæftet. Fra 1979. Rimelig stand. Erindringer.",humor,20 kr.,https://www.dba.dk/jeg-gik-mig-over-tid-og-sted/id-1063304104/
https://i.ebayimg.com/images/g/czwAAOSwFOleMWwq/s-l1600.jpg,Ritt.,Susi Frastein,"Ritt., Susi Frastein, genre: biografi Hæftet fra 1986. Rimelig stand. Portræt af en politiker.",biografi,20 kr.,https://www.dba.dk/ritt-susi-frastein-genre/id-1063304012/
https://i.ebayimg.com/images/g/qUcAAOSwOFZeMWue/s-l1600.jpg,Som jeg så det,Erik Amdrup,"Som jeg så det, Erik Amdrup, genre: biografi Hæftet. Fra 1998. Rimelig stand.",biografi,20 kr.,https://www.dba.dk/som-jeg-saa-det-erik-amdrup/id-1063303941/
https://i.ebayimg.com/images/g/XjYAAOSwQZNeMWsS/s-l1600.jpg,Avisen indefra,Laust Jensen,"Avisen indefra, Laust Jensen, genre: biografi Hæftet. Fra 1994. Pæn stand.",biografi,20 kr.,https://www.dba.dk/avisen-indefra-laust-jensen/id-1063303870/
https://i.ebayimg.com/images/g/OGcAAOSwaZdeMWos/s-l1600.jpg,H.C. Andersens eventyr i billeder.,Thorkild Borup Jensen,"H.C. Andersens eventyr i billeder., Thorkild Borup Jensen, emne: kunst og kultur Indb fra 2004. Fin stand.",kunst og kultur,90 kr.,https://www.dba.dk/hc-andersens-eventyr-i/id-1063303791/
https://i.ebayimg.com/images/g/A4cAAOSwG5teMWkp/s-l1600.jpg,Flemming Quist Møller. Rytmeflip og abestreger.,Flemming Quist Møller,"Flemming Quist Møller. Rytmeflip og abestreger., Flemming Quist Møller, emne: kunst og kultur Hæftet fra 2011. Som ny.",kunst og kultur,100 kr.,https://www.dba.dk/flemming-quist-moeller/id-1063303662/
https://i.ebayimg.com/images/g/Gv8AAOSwubJeMWid/s-l1600.jpg,Kongehusets år 1993. I tekst og billeder.,,"Kongehusets år 1993. I tekst og billeder., emne: historie og samfund Indb. Fra 1993. Fin stand.",historie og samfund,25 kr.,https://www.dba.dk/kongehusets-aar-1993-i-tekst/id-1063303572/
https://i.ebayimg.com/images/g/YLIAAOSwDnleMWfu/s-l1600.jpg,Cats and Kittens,Howard Loxton,"Cats and Kittens, Howard Loxton, emne: dyr Indb. Fra 1984. Fin stand. Stor format.",dyr,40 kr.,https://www.dba.dk/cats-and-kittens-howard/id-1063303525/
https://i.ebayimg.com/images/g/c2UAAOSw0gVeMWcx/s-l1600.jpg,Wheels & Dolphins,John Birdsall,"Wheels & Dolphins, John Birdsall, emne: dyr Indb. Fra 1997. Fin stand. På engelsk.",dyr,40 kr.,https://www.dba.dk/wheels-dolphins-john/id-1063303457/
https://i.ebayimg.com/images/g/J-UAAOSwncZeMWZd/s-l1600.jpg,Kongens Teater,Harald Langberg,"Kongens Teater, Harald Langberg, emne: kunst og kultur Indb. Fra 1974. Pæn stand.",kunst og kultur,40 kr.,https://www.dba.dk/kongens-teater-harald/id-1063303392/
